,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
?,7780389,4.14626814,26422380,3.994546491,5.359026282,6.920107316,1.312203136,1.278895493,0.033307643
?,7780389,4.14626814,20820120,3.990921117,5.359026282,6.89314525,1.312203136,1.194388661,0.117814475
?,7780389,4.14626814,17350100,3.987999767,5.359026282,6.871951718,1.312203136,1.127962062,0.184241074
?,7780389,4.14626814,20820120,3.990921117,5.359026282,6.89314525,1.312203136,1.194388661,0.117814475
?,7780389,4.14626814,20820120,3.990921117,5.359026282,6.89314525,1.312203136,1.194388661,0.117814475
?,7780389,4.14626814,13880080,3.98424084,5.359026282,6.845328528,1.312203136,1.044517364,0.267685772
çu,7747414,4.146166748,2967102,3.951735479,5.358761765,6.638818497,1.310463315,0.39725581,0.913207504
êºñ÷,7592838,4.145684248,4492590,3.961723909,5.357503916,6.698424541,1.302189977,0.584078214,0.718111762
vlog,7573780,4.145623919,1316103,3.928934726,5.357346752,6.512395094,1.301156248,0.001008674,1.300147574
ë‰‡s,7566735,4.145601571,12635046,3.982594741,5.357288536,6.833885451,1.300773345,1.008651486,0.292121859
â^ìÆ,7529526,4.145483107,4186584,3.960096673,5.356980006,6.688511256,1.298744025,0.553007141,0.745736884
ó£äJ,7528135,4.145478664,5107912,3.964613143,5.356968437,6.716233873,1.298667934,0.63989776,0.658770174
êø,7528135,4.145478664,5036000,3.964298478,5.356968437,6.714281072,1.298667934,0.633777122,0.664890811
ê∏ëI,7528135,4.145478664,13992605,3.984380492,5.356968437,6.846305226,1.298667934,1.047578614,0.251089319
èóêl,7462338,4.145267354,14125892,3.98454411,5.35641833,6.847450731,1.295049675,1.051168956,0.243880719
íÒëO,7428244,4.145156951,3399220,3.955122299,5.356131034,6.658704526,1.293160028,0.459584317,0.833575711
èÓ?,7402600,4.145073499,16476094,3.987147388,5.355913921,6.865852572,1.291731992,1.108845595,0.182886397
ùÃÂ‰,7400124,4.145065422,3538720,3.956102597,5.355892911,6.66452088,1.291593803,0.477814436,0.813779367
â‚óÖéz,7386704,4.145021589,7487650,3.972698955,5.355778894,6.767590894,1.29084387,0.800865365,0.489978506
·¢ê∂,7386704,4.145021589,4702020,3.962759952,5.355778894,6.70477973,1.29084387,0.603997195,0.686846676
·«,7312071,4.14477601,6711908,3.970464026,5.355140335,6.753161124,1.286643833,0.755638336,0.531005497
å≥,7237932,4.144528972,3329755,3.954615254,5.354498375,6.655706897,1.282421426,0.450188888,0.832232537
??,7197843,4.144394086,175476,3.848145977,5.354148023,6.135774014,1.280117029,-1.179429606,2.459546635
íÜã§,7139319,4.144195496,5573384,3.966524615,5.353632422,6.728167563,1.276725735,0.677301361,0.599424374
ó¥,7123602,4.144141821,3656572,3.956893956,5.353493108,6.669236524,1.275809414,0.492594613,0.783214801
ë´ãÖ,7120701,4.144131897,1799550,3.938254827,5.353467354,6.562619128,1.275640022,0.158425173,1.117214849
êÁã‡,7045445,4.143872716,14383876,3.984855402,5.352794926,6.849633663,1.271217214,1.05801089,0.213206324
BBC,6918980,4.143429373,21375535,3.991332209,5.351645704,6.896164805,1.263658361,1.203852809,0.059805552
?,6868152,4.143248359,2527124,3.947588313,5.351176844,6.614891413,1.260574491,0.322261478,0.938313013
å‹åéìV,6838248,4.143141086,1222348,3.926626203,5.350899086,6.500234102,1.25874758,-0.037107358,1.295854938
ÊVÍy,6835780,4.143132207,12142643,3.981886925,5.350876099,6.829003657,1.258596384,0.993350545,0.26524584
îòåı,6751620,4.14282703,12893100,3.982952093,5.350086335,6.836358861,1.253401811,1.016403861,0.23699795
‡»,6710445,4.142676006,2010976,3.941394747,5.349695719,6.579971663,1.250832591,0.212812985,1.038019606
åxçê,6673092,4.142538007,2117016,3.942818428,5.349338918,6.587915615,1.248485779,0.237711605,1.010774174
à§ìI,6673092,4.142538007,1251288,3.92736172,5.349338918,6.504097193,1.248485779,-0.024999324,1.273485103
è‡çu,6673092,4.142538007,8901306,3.97611215,5.349338918,6.789998268,1.248485779,0.871096491,0.377389288
4K,6597640,4.14225632,13757337,3.984086889,5.348610979,6.844252899,1.243697854,1.041146034,0.20255182
??,6597640,4.14225632,77337,3.801948065,5.348610979,5.952493106,1.243697854,-1.753884439,2.997582293
?,6597640,4.14225632,8994090,3.976312216,5.348610979,6.791326071,1.243697854,0.875258204,0.36843965
?,6597640,4.14225632,8994090,3.976312216,5.348610979,6.791326071,1.243697854,0.875258204,0.36843965
ï—,6555896,4.14209876,3683835,3.957072502,5.348204029,6.670302993,1.241021195,0.495937232,0.745083963
íe,6511813,4.14193102,5833404,3.967507772,5.347770959,6.734354047,1.23817273,0.696691571,0.541481159
PV,6511813,4.14193102,5833404,3.967507772,5.347770959,6.734354047,1.23817273,0.696691571,0.541481159
ñ ,6344763,4.141282413,6831895,3.970830201,5.346098038,6.755512604,1.227169319,0.763008547,0.464160772
ö†ç€,6325956,4.141208071,18200820,3.988779528,5.345906459,6.877564184,1.225909233,1.145553138,0.080356095
è¨à∑,6321924,4.141192098,15057920,3.985636915,5.3458653,6.855134744,1.225638512,1.075252853,0.150385659
êÊ,6305355,4.141126324,12307320,3.982127567,5.345695836,6.830660785,1.224523886,0.998544458,0.225979428
?,6284614,4.141043687,11473876,3.980866119,5.345482963,6.822003207,1.223123741,0.971409132,0.251714609
?,6284614,4.141043687,5736938,3.967149518,5.345482963,6.732095878,1.223123741,0.689613824,0.533509917
?,6284614,4.141043687,5736938,3.967149518,5.345482963,6.732095878,1.223123741,0.689613824,0.533509917
õú,6274605,4.141003688,3626528,3.956695266,5.345379941,6.668050827,1.222446129,0.488878299,0.73356783
ìoèÍ,6269040,4.140981414,2651712,3.948849028,5.345322577,6.622117259,1.222068827,0.344909349,0.877159478
èÍ,6269040,4.140981414,2941190,3.951513054,5.345322577,6.637523593,1.222068827,0.393197208,0.828871618
ôZ,6254780,4.140924228,2366391,3.945842375,5.345175313,6.604951651,1.221100213,0.291107418,0.929992795
ó´˙∫âÿ,6254780,4.140924228,3245595,3.953982985,5.345175313,6.651979157,1.221100213,0.438505086,0.782595127
ï–íi,6231323,4.140829808,2216851,3.94407982,5.344932209,6.594994689,1.219501232,0.25989945,0.959601782
ñæ,6194770,4.140681796,3941710,3.958683816,5.344551231,6.679970275,1.216995394,0.526237261,0.690758133
ãÛ,6194770,4.140681796,7421807,3.9725207,5.344551231,6.766433109,1.216995394,0.797236534,0.41975886
Ft,6194770,4.140681796,3541342,3.956120559,5.344551231,6.664627712,1.216995394,0.478149279,0.738846115
ñæêØ,6160776,4.140543173,11943945,3.981591095,5.344194545,6.82697009,1.214649343,0.986976763,0.227672579
îêâF,6074075,4.140185299,45659,3.766903668,5.343274256,5.824004987,1.208596262,-2.156602987,3.365199249
âÒìö,6022508,4.13996944,863418,3.915184219,5.342719546,6.441455296,1.204947731,-0.221336961,1.426284692
í¥âﬂ,6016698,4.139944977,360661,3.881729598,5.342656698,6.281748862,1.204534355,-0.721902645,1.926437
öL,5947840,4.139652801,7894012,3.97375748,5.341906368,6.774491215,1.199599162,0.822492946,0.377106216
àƒ,5909088,4.139486526,1213878,3.92640682,5.341479594,6.499083921,1.196792112,-0.040712355,1.237504467
õâåª,5852406,4.139240876,1015803,3.920656172,5.340849399,6.46926429,1.192647086,-0.134175614,1.326822701
íB,5773224,4.13889275,2835060,3.950575877,5.339956937,6.632082241,1.186777036,0.376142456,0.81063458
èôéO?,5755652,4.138814694,3538720,3.956102597,5.339756932,6.66452088,1.185461529,0.477814436,0.707647093
ñ¢,5742372,4.138755508,16478623,3.987149935,5.339605302,6.865870743,1.184464203,1.108902548,0.075561656
êiì¸,5742372,4.138755508,378525,3.883776653,5.339605302,6.291069227,1.184464203,-0.692689954,1.877154157
åíçN,5680701,4.13847842,6808732,3.97076014,5.338895708,6.755062308,1.179796938,0.761597191,0.418199747
„„,5662482,4.13839585,11089935,3.98024594,5.338684344,6.817772892,1.178406722,0.958150112,0.22025661
î–‡–,5632956,4.138261336,2837615,3.95059895,5.338340102,6.632215922,1.176142517,0.376561448,0.799581068
ím,5576858,4.138003351,13460094,3.983706866,5.33768018,6.841602574,1.171801967,1.032839159,0.138962807
ñºïQ,5544880,4.137854851,422163,3.888308025,5.3373005,6.311893418,1.169304666,-0.627420976,1.796725642
â‚,5540028,4.137832226,12729005,3.9827259,5.337242666,6.83479258,1.168924274,1.011494687,0.157429588
Global,5539320,4.137828923,16987432,3.987652717,5.337234222,6.869463923,1.168868735,1.120164602,0.048704133
óLêl,5517870,4.137728594,5058960,3.96439955,5.336977795,6.714907962,1.167182119,0.635741975,0.531440144
39,5496099,4.13762627,376261,3.883523954,5.33671633,6.289915784,1.165462367,-0.696305173,1.86176754
Âj,5496099,4.13762627,2791056,3.950174384,5.33671633,6.629758335,1.165462367,0.368858668,0.796603699
Ëª,5496099,4.13762627,5156616,3.964823137,5.33671633,6.717538913,1.165462367,0.643988128,0.521474239
ã¡,5418792,4.137258838,13277424,3.983468095,5.33577796,6.839940846,1.159290365,1.027630826,0.131659539
?ûŸ,5322888,4.136793913,16600714,3.987272328,5.334591755,6.866744249,1.151488253,1.111640366,0.039847887
?èÓ,5318784,4.136773787,927152,3.917608897,5.334540434,6.45371188,1.1511507,-0.182921318,1.334072018
ù{,5315892,4.136759593,2891852,3.951082712,5.334504242,6.635022043,1.15091265,0.385356635,0.765556015
ès?ès?,5298538,4.136674219,8119650,3.974316334,5.334286576,6.778151785,1.149480983,0.833966221,0.315514763
à∑à∑,5284740,4.136606093,8470080,3.975146956,5.334112914,6.783615164,1.148338741,0.851090015,0.297248726
íÌíÌ,5284740,4.136606093,7339602,3.972295361,5.334112914,6.764971237,1.148338741,0.79265461,0.355684131
íÜîN,5152014,4.135939332,6349252,3.969305685,5.33241471,6.745754765,1.13716903,0.732424686,0.404744345
çD„ﬂâπ,5152014,4.135939332,9288058,3.97692948,5.33241471,6.79543305,1.13716903,0.888130651,0.249038379
ì¡,5128686,4.135819949,3151149,3.953248639,5.332110923,6.647663684,1.135170908,0.424979158,0.71019175
ê¸,5128686,4.135819949,4725100,3.962870602,5.332110923,6.705460496,1.135170908,0.60613091,0.529039998
?,5113454,4.135741635,3886395,3.958349468,5.331911687,6.677957941,1.133860464,0.51993003,0.613930434
ï∫,5113454,4.135741635,3017151,3.952158315,5.331911687,6.641283859,1.133860464,0.404982961,0.728877503
ì˙ãL,5061892,4.13547438,3036956,3.952323228,5.331232042,6.642246718,1.129390187,0.408000836,0.721389351
éãïp,5061892,4.13547438,6970216,3.971242507,5.331232042,6.758166235,1.129390187,0.771325787,0.358064399
â,5019736,4.135253366,7062267,3.97151128,5.330670306,6.759899476,1.125695444,0.77675826,0.348937184
ìÀîj,5019684,4.135253092,5486817,3.966184536,5.33066961,6.726035349,1.125690864,0.670618391,0.455072472
òVét,5011578,4.135210331,13411060,3.983643171,5.330560959,6.841159028,1.124976229,1.031448957,0.093527272
âÿ,5003824,4.135169347,2543802,3.947761521,5.330456834,6.615881736,1.124291355,0.325365433,0.798925922
è‰ïv,4952676,4.13489702,8045736,3.97413542,5.3297652,6.77696544,1.119742226,0.830247876,0.289494351
??,4896884,4.134595976,4825110,3.963342399,5.329001134,6.708367637,1.114716682,0.615242724,0.499473958
„÷,4881185,4.134510503,1799706,3.938257311,5.328784292,6.562632766,1.113290434,0.158467918,0.954822516
â∆ë∞,4828200,4.134219498,4345040,3.960957133,5.328046344,6.693742958,1.108436677,0.569404792,0.539031885
?,4826781,4.13421165,1486936,3.932656141,5.32802645,6.532227088,1.108305828,0.063167821,1.045138008
ëÂç„,4825288,4.13420339,184168,3.850591208,5.328005512,6.145998203,1.108168107,-1.147384073,2.25555218
çø,4753098,4.133800192,4732782,3.962907281,5.326983898,6.705686251,1.101448578,0.606838494,0.494610085
?í¥,4751999,4.133793996,1276978,3.927997087,5.326968205,6.507442913,1.101345357,-0.01451288,1.115858237
ãÖ,4747134,4.133766544,2132947,3.943024629,5.326898683,6.589070204,1.100888086,0.241330418,0.859557668
àı,4747134,4.133766544,5532260,3.966363886,5.326898683,6.727159341,1.100888086,0.674141304,0.426746781
åè,4741404,4.133734167,5055366,3.964383767,5.326816692,6.714810045,1.100348805,0.635435076,0.464913729
ÁF,4736920,4.133708796,2117016,3.942818428,5.32675245,6.587915615,1.099926257,0.237711605,0.862214652
éÂëË,4728055,4.13365855,614298,3.902987515,5.326625229,6.381296368,1.099089483,-0.409892263,1.508981746
è\îN,4718735,4.1336056,9854275,3.978052497,5.326491177,6.802945488,1.098207771,0.911676784,0.186530987
ìT‚X,4694130,4.133465187,4893068,3.963656089,5.326135776,6.710304543,1.095870166,0.621313542,0.474556623
óõ,4620582,4.13303999,6822444,3.970801651,5.325060238,6.755329082,1.088795956,0.762433337,0.326362619
?,4591788,4.132871242,4572415,3.962125768,5.324633673,6.700885524,1.085990284,0.59179164,0.494198643
?,4578742,4.132794355,4605084,3.962287718,5.324439369,6.701878755,1.084712275,0.59490471,0.489807565
ê∂ì˙,4553215,4.132643124,10150736,3.978608878,5.324057288,6.806687021,1.082199185,0.923403818,0.158795367
‰›êÁêØãP,4553215,4.132643124,697696,3.907668885,5.324057288,6.404101824,1.082199185,-0.338413436,1.42061262
TVBUSA,4553215,4.132643124,145021,3.838215478,5.324057288,6.0948369,1.082199185,-1.307738242,2.389937427
éÂéùêl,4516881,4.132426054,320775,3.876664469,5.323509087,6.2589121,1.078593468,-0.793479594,1.872073062
ìÔ,4460685,4.132086037,13033984,3.983143447,5.322650927,6.837685753,1.072949031,1.020562719,0.052386312
?,4433360,4.131918788,4597704,3.962251259,5.322229048,6.701655079,1.070174181,0.594203645,0.475970536
?,4432875,4.131915808,3471842,3.955638759,5.322221533,6.661765367,1.070124748,0.46917787,0.600946878
ç°ì˙,4431816,4.131909299,6562682,3.969997066,5.322205119,6.750169555,1.070016789,0.746261902,0.323754887
àÍë¸,4424916,4.131866847,1161933,3.925018296,5.322098061,6.491825977,1.069312627,-0.063460827,1.132773454
ê«,4414296,4.131801346,9431310,3.977221516,5.3219329,6.797381577,1.068226307,0.894237893,0.173988414
à¿õP,4408872,4.131767818,3743825,3.95745964,5.321848367,6.672618636,1.0676703,0.503195119,0.56447518
âï˙,4393180,4.13167053,5709591,3.967046589,5.321603116,6.731447911,1.066057197,0.687582909,0.378474288
ndwtb,4339426,4.13133398,9675720,3.977707226,5.320755126,6.800630189,1.060479655,0.904419974,0.156059681
?,4334106,4.131300392,3502190,3.955850608,5.320670531,6.663023125,1.059923238,0.473120042,0.586803195
é∏,4334106,4.131300392,3262218,3.954109477,5.320670531,6.652724029,1.059923238,0.440839727,0.619083511
?,4252925,4.130781446,4246166,3.960424911,5.319364293,6.690504271,1.051331631,0.559253821,0.49207781
ìd,4229842,4.130631651,3564254,3.956276816,5.318987521,6.66555747,1.048853462,0.481063405,0.567790057
âuèÓ,4203570,4.130459927,118843,3.827334052,5.318555746,6.05100162,1.046013517,-1.445130559,2.491144076
òÔ,4179360,4.130300504,8532666,3.975290795,5.318155042,6.784564043,1.043377944,0.854064074,0.18931387
õøãN,4179360,4.130300504,2823912,3.950474901,5.318155042,6.631497371,1.043377944,0.374309303,0.669068641
ã‡,4179360,4.130300504,12265148,3.982066325,5.318155042,6.830238806,1.043377944,0.997221856,0.046156088
?,4115028,4.129871271,44623,3.765271428,5.317076882,5.818208946,1.036286489,-2.174769439,3.211055928
Gigi,4115028,4.129871271,1402812,3.930894247,5.317076882,6.522802001,1.036286489,0.033626898,1.002659592
?,4089411,4.129698037,772352,3.911303021,5.316642033,6.422047106,1.033426323,-0.282167786,1.315594109
äÓín,4083582,4.129658431,4448070,3.961495897,5.316542638,6.697030471,1.032772568,0.579708801,0.453063766
ê¢äEît,4083582,4.129658431,1226852,3.926742092,5.316542638,6.500842064,1.032772568,-0.03520183,1.067974397
åñN,4066686,4.129543233,11086761,3.980240702,5.316253587,6.817737235,1.030871374,0.958038352,0.072833022
ó∫Íy,4066686,4.129543233,11086761,3.980240702,5.316253587,6.817737235,1.030871374,0.958038352,0.072833022
èªï–,4062168,4.129512329,3884460,3.958337665,5.316176056,6.677886962,1.030361421,0.519707563,0.510653858
üìêl,4011132,4.129160255,4655961,3.9625371,5.315293148,6.703409835,1.02455421,0.599703554,0.424850656
ã∞ï|,4007376,4.129134126,8487219,3.975186477,5.315227649,6.783875797,1.024123402,0.851906912,0.17221649
êlÈì,4007376,4.129134126,3791025,3.957758844,5.315227649,6.674411339,1.024123402,0.508813966,0.515309435
ô_,3941940,4.128673993,8195508,3.974499883,5.314074838,6.779356727,1.016540939,0.837742855,0.178798084
û¶,3940578,4.128664316,1319388,3.929011867,5.314050605,6.512803309,1.016381548,0.002288135,1.014093413
é¸,3940578,4.128664316,7661212,3.973159619,5.314050605,6.770588579,1.016381548,0.810260968,0.20612058
à⁄ñØ,3940288,4.128662254,7849584,3.973645094,5.314045444,6.77375654,1.016347602,0.820190264,0.196157338
ê_îÈ,3935832,4.128630562,6929062,3.971120909,5.313966085,6.757382967,1.01582563,0.7688708,0.246954831
òQñü,3912030,4.128460518,3867462,3.958233664,5.31354039,6.677261732,1.013025678,0.517747913,0.495277764
ìå,3873707,4.128184032,897541,3.916509102,5.312848555,6.448139695,1.00847522,-0.200386141,1.208861361
í,3873707,4.128184032,5584572,3.966568087,5.312848555,6.728440403,1.00847522,0.678156519,0.3303187
êM,3870840,4.128163212,8158890,3.974411547,5.312796474,6.778776659,1.008132668,0.835924754,0.172207914
àÍì˙,3862683,4.128103872,3542140,3.956126022,5.312648051,6.664660209,1.007156431,0.478251132,0.528905299
îw,3862509,4.128102604,7525560,3.972800703,5.31264488,6.768252305,1.00713558,0.802938417,0.204197163
?,3850164,4.128012497,3882270,3.958324298,5.312419539,6.677806582,1.005653424,0.519455628,0.486197796
ä»öd,3838701,4.127928507,968384,3.919069436,5.312209535,6.461145101,1.004272153,-0.159623476,1.163895628
ñv,3834540,4.127897943,8960076,3.976239173,5.312133123,6.790841109,1.00376956,0.873738196,0.130031365
